category,player_id,gender,country,debut_year,birth_year,birth_month,nr_youth_years,nr_youth_championships,age_13,age_14,age_15,age_16,age_17,age_18,age_19,age_20
youth,1224,men,Ireland,2005,1989,11,1,1,0,0,0,1,0,0,0,0
youth,1225,men,Ireland,2005,1989,2,2,2,0,0,0,1,0,1,0,0
youth,1226,men,Ireland,2005,1989,3,2,2,0,0,0,1,0,0,1,0
youth,1227,men,Ireland,2005,1989,5,2,2,0,0,0,1,0,1,0,0
youth,1228,men,Ireland,2005,1989,12,2,2,0,0,0,1,0,1,0,0
youth,1229,men,Ireland,2005,1989,1,2,2,0,0,0,1,0,0,1,0
youth,1230,men,Ireland,2005,1989,7,1,1,0,0,0,1,0,0,0,0
youth,1233,women,Israel,2005,1988,3,3,3,0,0,0,0,1,1,1,0
youth,1235,men,Israel,2005,1989,8,1,1,0,0,0,1,0,0,0,0
youth,1236,women,Israel,2005,1988,3,3,3,0,0,0,0,1,1,0,1
youth,1237,women,Israel,2005,1990,2,6,6,0,0,1,1,1,1,1,1
youth,1238,women,Israel,2005,1989,2,3,3,0,0,0,1,1,1,0,0
youth,1239,women,Israel,2005,1989,9,3,3,0,0,0,1,0,1,1,0
youth,1240,women,Israel,2005,1989,7,1,1,0,0,0,1,0,0,0,0
youth,1241,women,Israel,2005,1989,5,1,1,0,0,0,1,0,0,0,0
youth,1242,women,Israel,2005,1989,5,2,2,0,0,0,1,0,1,0,0
youth,1243,women,Israel,2005,1989,4,5,5,0,0,0,1,1,1,1,1
youth,1244,men,Israel,2005,1989,1,5,5,0,0,0,1,1,1,1,1
youth,1245,men,Israel,2005,1989,4,1,1,0,0,0,1,0,0,0,0
youth,1246,men,Israel,2005,1989,7,1,1,0,0,0,1,0,0,0,0
youth,1247,men,Israel,2005,1989,10,2,2,0,0,0,1,0,0,0,1
youth,1248,men,Israel,2005,1989,4,1,1,0,0,0,1,0,0,0,0
youth,1249,men,Israel,2005,1989,8,1,1,0,0,0,1,0,0,0,0
youth,1250,men,Israel,2005,1989,6,2,2,0,0,0,1,0,1,0,0
youth,1251,men,Israel,2005,1989,4,1,1,0,0,0,1,0,0,0,0
youth,1252,men,Israel,2005,1989,6,3,3,0,0,0,1,0,1,1,0
youth,1254,women,Italy,2005,1988,3,3,3,0,0,0,0,1,1,0,1
youth,1255,women,Italy,2005,1989,9,3,3,0,0,0,1,0,1,1,0
youth,1258,women,Italy,2005,1989,11,1,1,0,0,0,1,0,0,0,0
youth,1259,women,Italy,2005,1989,2,1,1,0,0,0,1,0,0,0,0
youth,1260,women,Italy,2005,1989,7,1,1,0,0,0,1,0,0,0,0
youth,1261,women,Italy,2005,1990,8,6,6,0,0,1,1,1,1,1,1
youth,1262,women,Italy,2005,1989,5,1,1,0,0,0,1,0,0,0,0
youth,1263,women,Italy,2005,1990,4,5,5,0,0,1,1,1,1,1,0
youth,1264,women,Italy,2005,1989,11,2,2,0,0,0,1,0,0,0,1
youth,1265,women,Italy,2005,1989,8,1,1,0,0,0,1,0,0,0,0
youth,1266,women,Italy,2005,1989,5,1,1,0,0,0,1,0,0,0,0
youth,1267,women,Italy,2005,1989,6,1,1,0,0,0,1,0,0,0,0
youth,1268,men,Italy,2005,1989,3,1,1,0,0,0,1,0,0,0,0
youth,1269,men,Italy,2005,1989,2,1,1,0,0,0,1,0,0,0,0
youth,1270,men,Italy,2005,1989,4,3,3,0,0,0,1,0,1,1,0
youth,1271,men,Italy,2005,1989,12,1,1,0,0,0,1,0,0,0,0
youth,1272,men,Italy,2005,1989,11,1,1,0,0,0,1,0,0,0,0
youth,1273,men,Italy,2005,1989,11,1,1,0,0,0,1,0,0,0,0
youth,1274,men,Italy,2005,1989,5,3,3,0,0,0,1,0,1,0,1
youth,1275,men,Italy,2005,1989,5,1,1,0,0,0,1,0,0,0,0
youth,1276,men,Italy,2005,1989,1,1,1,0,0,0,1,0,0,0,0
youth,1277,men,Italy,2005,1989,9,2,2,0,0,0,1,0,0,0,1
youth,1278,men,Italy,2005,1989,3,3,3,0,0,0,1,0,1,0,1
youth,1279,men,Italy,2005,1989,5,1,1,0,0,0,1,0,0,0,0
youth,1282,men,Latvia,2005,1989,12,2,2,0,0,0,1,0,1,0,0
youth,1283,women,Latvia,2005,1990,5,6,7,0,0,1,2,1,1,1,1
youth,1284,women,Latvia,2005,1990,7,6,7,0,0,1,1,2,1,1,1
youth,1285,women,Latvia,2005,1989,10,3,3,0,0,0,1,1,1,0,0
youth,1286,women,Latvia,2005,1989,1,2,2,0,0,0,1,1,0,0,0
youth,1287,women,Latvia,2005,1989,8,1,1,0,0,0,1,0,0,0,0
youth,1288,women,Latvia,2005,1990,4,5,5,0,0,1,1,1,1,1,0
youth,1289,women,Latvia,2005,1990,1,5,6,0,0,1,0,1,2,1,1
youth,1290,men,Latvia,2005,1988,5,1,1,0,0,0,0,1,0,0,0
youth,1291,men,Latvia,2005,1989,5,1,1,0,0,0,1,0,0,0,0
youth,1292,men,Latvia,2005,1989,10,4,4,0,0,0,1,0,1,1,1
youth,1293,men,Latvia,2005,1989,3,2,2,0,0,0,1,0,1,0,0
youth,1294,men,Latvia,2005,1990,4,3,3,0,0,1,1,1,0,0,0
youth,1295,men,Latvia,2005,1989,9,5,5,0,0,0,1,1,1,1,1
youth,1296,men,Latvia,2005,1989,5,1,1,0,0,0,1,0,0,0,0
youth,1297,men,Latvia,2005,1989,10,4,4,0,0,0,1,0,1,1,1
youth,1298,men,Latvia,2005,1989,5,1,1,0,0,0,1,0,0,0,0
youth,1299,men,Latvia,2005,1990,2,6,6,0,0,1,1,1,1,1,1
youth,1300,men,Latvia,2005,1989,4,1,1,0,0,0,1,0,0,0,0
youth,1305,women,Lithuania,2005,1988,5,1,1,0,0,0,0,1,0,0,0
youth,1306,women,Lithuania,2005,1988,7,3,3,0,0,0,0,1,1,1,0
youth,1307,women,Lithuania,2005,1989,9,5,7,0,0,0,2,1,2,1,1
youth,1308,women,Lithuania,2005,1989,2,4,5,0,0,0,1,0,2,1,1
youth,1309,women,Lithuania,2005,1989,12,1,1,0,0,0,1,0,0,0,0
youth,1310,women,Lithuania,2005,1989,2,5,7,0,0,0,1,2,2,1,1
youth,1311,women,Lithuania,2005,1989,1,4,4,0,0,0,1,0,1,1,1
youth,1312,women,Lithuania,2005,1990,6,5,6,0,0,1,1,2,0,1,1
youth,1313,women,Lithuania,2005,1990,7,6,8,0,0,1,2,2,1,1,1
youth,1314,women,Lithuania,2005,1989,7,1,1,0,0,0,1,0,0,0,0
youth,1315,men,Lithuania,2005,1989,4,1,1,0,0,0,1,0,0,0,0
youth,1316,men,Lithuania,2005,1989,4,3,3,0,0,0,1,0,1,0,1
youth,1317,men,Lithuania,2005,1989,5,5,6,0,0,0,1,1,2,1,1
youth,1318,men,Lithuania,2005,1989,11,1,1,0,0,0,1,0,0,0,0
youth,1319,men,Lithuania,2005,1990,2,3,3,0,0,1,1,1,0,0,0
youth,1320,men,Lithuania,2005,1989,2,5,6,0,0,0,1,1,2,1,1
youth,1321,men,Lithuania,2005,1989,1,4,4,0,0,0,1,0,1,1,1
youth,1322,men,Lithuania,2005,1989,4,2,2,0,0,0,1,0,1,0,0
youth,1323,men,Lithuania,2005,1989,5,4,4,0,0,0,1,0,1,1,1
youth,1324,men,Lithuania,2005,1989,5,1,1,0,0,0,1,0,0,0,0
youth,1325,men,Lithuania,2005,1989,5,2,2,0,0,0,1,0,0,0,1
youth,1326,men,Lithuania,2005,1989,3,4,4,0,0,0,1,0,1,1,1
youth,1327,men,Luxembourg,2005,1988,6,2,2,0,0,0,0,1,1,0,0
youth,1328,women,Luxembourg,2005,1988,8,1,1,0,0,0,0,1,0,0,0
youth,1329,men,Luxembourg,2005,1989,9,4,4,0,0,0,1,1,1,0,1
youth,1330,men,Luxembourg,2005,1989,1,3,3,0,0,0,1,1,1,0,0
youth,1331,men,Luxembourg,2005,1989,6,3,3,0,0,0,1,1,0,0,1
youth,1332,men,Luxembourg,2005,1989,10,2,2,0,0,0,1,1,0,0,0
youth,1333,men,Luxembourg,2005,1989,11,2,2,0,0,0,1,0,1,0,0
youth,1334,men,Luxembourg,2005,1988,5,1,1,0,0,0,0,1,0,0,0
youth,1338,women,Montenegro,2007,1989,6,2,3,0,0,0,1,0,2,0,0
youth,1338,women,Serbia & Montenegro,2005,1989,6,2,3,0,0,0,1,0,2,0,0
youth,1339,men,Montenegro,2007,1989,1,3,3,0,0,0,1,0,1,0,1
youth,1339,men,Serbia & Montenegro,2005,1989,1,3,3,0,0,0,1,0,1,0,1
youth,1340,women,Netherlands,2005,1988,7,1,1,0,0,0,0,1,0,0,0
youth,1341,women,Netherlands,2005,1988,11,1,1,0,0,0,0,1,0,0,0
youth,1342,women,Netherlands,2005,1989,3,1,1,0,0,0,1,0,0,0,0
youth,1343,women,Netherlands,2005,1990,10,5,5,0,0,1,1,0,1,1,1
youth,1344,women,Netherlands,2005,1989,4,1,1,0,0,0,1,0,0,0,0
youth,1345,women,Netherlands,2005,1989,9,1,1,0,0,0,1,0,0,0,0
youth,1346,women,Netherlands,2005,1989,5,1,1,0,0,0,1,0,0,0,0
youth,1347,women,Netherlands,2005,1989,4,4,4,0,0,0,1,0,1,1,1
youth,1348,women,Netherlands,2005,1989,10,2,2,0,0,0,1,0,1,0,0
youth,1349,women,Netherlands,2005,1989,6,2,2,0,0,0,1,0,0,0,1
youth,1350,men,Netherlands,2005,1989,7,1,1,0,0,0,1,0,0,0,0
youth,1351,men,Netherlands,2005,1989,6,2,2,0,0,0,1,0,1,0,0
youth,1352,men,Netherlands,2005,1989,4,2,2,0,0,0,1,0,1,0,0
youth,1353,men,Netherlands,2005,1989,3,1,1,0,0,0,1,0,0,0,0
youth,1354,men,Netherlands,2005,1989,5,1,1,0,0,0,1,0,0,0,0
youth,1355,men,Netherlands,2005,1989,12,3,3,0,0,0,1,1,0,0,1
youth,1356,men,Netherlands,2005,1990,5,4,4,0,0,1,1,1,1,0,0
youth,1357,men,Netherlands,2005,1989,6,1,1,0,0,0,1,0,0,0,0
youth,1358,men,Netherlands,2005,1989,10,2,2,0,0,0,1,0,1,0,0
youth,1359,men,Netherlands,2005,1991,6,4,4,0,1,1,1,0,1,0,0
youth,1360,men,Netherlands,2005,1990,3,4,4,0,0,1,0,0,1,1,1
youth,1361,men,Netherlands,2005,1989,4,1,1,0,0,0,1,0,0,0,0
youth,1362,women,Netherlands,2005,1988,3,1,1,0,0,0,0,1,0,0,0
youth,1363,women,North Macedonia,2006,1988,8,1,1,0,0,0,0,0,1,0,0
youth,1364,men,North Macedonia,2005,1988,3,4,4,0,0,0,0,1,1,1,1
youth,1365,men,North Macedonia,2005,1989,6,1,1,0,0,0,1,0,0,0,0
youth,1366,men,North Macedonia,2005,1989,12,3,3,0,0,0,1,0,0,1,1
youth,1367,men,North Macedonia,2005,1989,3,1,1,0,0,0,1,0,0,0,0
youth,1368,men,North Macedonia,2005,1989,6,3,3,0,0,0,1,0,0,1,1
youth,1369,men,North Macedonia,2005,1989,2,1,1,0,0,0,1,0,0,0,0
youth,1370,men,North Macedonia,2005,1989,6,4,4,0,0,0,1,0,1,1,1
youth,1371,men,North Macedonia,2005,1989,9,1,1,0,0,0,1,0,0,0,0
youth,1372,men,North Macedonia,2005,1989,6,4,4,0,0,0,1,0,1,1,1
youth,1373,men,North Macedonia,2005,1989,7,1,1,0,0,0,1,0,0,0,0
youth,1374,men,North Macedonia,2005,1989,2,2,2,0,0,0,1,0,0,0,1
youth,1375,men,North Macedonia,2005,1989,2,1,1,0,0,0,1,0,0,0,0
youth,1376,men,North Macedonia,2005,1989,5,2,2,0,0,0,1,0,0,0,1
youth,1377,women,North Macedonia,2006,1989,12,1,1,0,0,0,0,1,0,0,0
youth,1378,women,Poland,2005,1989,5,5,5,0,0,0,1,1,1,1,1
youth,1379,women,Poland,2005,1989,1,3,3,0,0,0,1,0,1,1,0
youth,1380,women,Poland,2005,1989,10,4,4,0,0,0,1,1,1,1,0
youth,1381,women,Poland,2005,1989,3,3,3,0,0,0,1,1,1,0,0
youth,1382,women,Poland,2005,1989,8,5,5,0,0,0,1,1,1,1,1
youth,1383,women,Poland,2005,1989,1,3,3,0,0,0,1,0,1,1,0
youth,1384,women,Poland,2005,1989,2,2,2,0,0,0,1,0,0,0,1
youth,1385,women,Poland,2005,1989,2,2,2,0,0,0,1,0,0,1,0
youth,1386,women,Poland,2005,1989,6,2,2,0,0,0,1,0,0,0,1
youth,1387,women,Poland,2005,1989,3,1,1,0,0,0,1,0,0,0,0
youth,1388,men,Poland,2005,1989,3,1,1,0,0,0,1,0,0,0,0
youth,1389,men,Poland,2005,1989,1,1,1,0,0,0,1,0,0,0,0
youth,1390,men,Poland,2005,1989,11,3,3,0,0,0,1,0,1,1,0
youth,1391,men,Poland,2005,1989,2,1,1,0,0,0,1,0,0,0,0
youth,1392,men,Poland,2005,1989,1,1,1,0,0,0,1,0,0,0,0
youth,1393,men,Poland,2005,1989,2,1,1,0,0,0,1,0,0,0,0
youth,1394,men,Poland,2005,1989,4,2,2,0,0,0,1,1,0,0,0
youth,1395,men,Poland,2005,1989,1,1,1,0,0,0,1,0,0,0,0
youth,1396,men,Poland,2005,1989,2,3,3,0,0,0,1,1,0,1,0
youth,1397,men,Poland,2005,1989,1,1,1,0,0,0,1,0,0,0,0
youth,1398,men,Poland,2005,1989,2,2,2,0,0,0,1,1,0,0,0
youth,1399,men,Poland,2005,1990,1,6,6,0,0,1,1,1,1,1,1
youth,1400,men,Portugal,2005,1989,10,5,5,0,0,0,1,1,1,1,1
youth,1401,men,Portugal,2005,1989,8,2,2,0,0,0,1,0,1,0,0
youth,1402,women,Portugal,2005,1989,9,1,1,0,0,0,1,0,0,0,0
youth,1403,women,Portugal,2005,1989,1,1,1,0,0,0,1,0,0,0,0
youth,1404,women,Portugal,2005,1989,1,1,1,0,0,0,1,0,0,0,0
youth,1405,women,Portugal,2005,1990,6,2,2,0,0,1,0,1,0,0,0
youth,1406,women,Portugal,2005,1989,2,2,2,0,0,0,1,1,0,0,0
youth,1407,women,Portugal,2005,1989,7,1,1,0,0,0,1,0,0,0,0
youth,1408,women,Portugal,2005,1989,10,3,3,0,0,0,1,0,1,1,0
youth,1409,women,Portugal,2005,1992,10,3,3,1,1,1,0,0,0,0,0
youth,1410,men,Portugal,2005,1989,1,3,3,0,0,0,1,0,1,1,0
youth,1411,men,Portugal,2005,1989,4,1,1,0,0,0,1,0,0,0,0
youth,1412,men,Portugal,2005,1989,1,1,1,0,0,0,1,0,0,0,0
youth,1413,men,Portugal,2005,1989,8,5,5,0,0,0,1,1,1,1,1
youth,1414,men,Portugal,2005,1989,12,2,2,0,0,0,1,1,0,0,0
youth,1415,men,Portugal,2005,1990,3,4,4,0,0,1,1,1,1,0,0
youth,1416,men,Portugal,2005,1990,10,6,6,0,0,1,1,1,1,1,1
youth,1417,women,Portugal,2005,1988,3,2,2,0,0,0,0,1,1,0,0
youth,1419,men,Romania,2005,1988,9,3,3,0,0,0,0,1,1,0,1
youth,1420,men,Romania,2005,1989,6,2,2,0,0,0,1,0,1,0,0
youth,1421,women,Romania,2005,1989,1,5,5,0,0,0,1,1,1,1,1
youth,1422,women,Romania,2005,1988,2,1,1,0,0,0,0,1,0,0,0
youth,1423,women,Romania,2005,1990,8,6,6,0,0,1,1,1,1,1,1
youth,1424,women,Romania,2005,1990,1,6,6,0,0,1,1,1,1,1,1
youth,1425,women,Romania,2005,1989,7,1,1,0,0,0,1,0,0,0,0
youth,1426,women,Romania,2005,1990,8,5,5,0,0,1,1,1,0,1,1
youth,1427,women,Romania,2005,1990,3,1,1,0,0,1,0,0,0,0,0
youth,1428,women,Romania,2005,1990,5,2,2,0,0,1,1,0,0,0,0
youth,1429,women,Romania,2005,1991,1,4,4,0,1,0,0,1,0,1,1
youth,1430,men,Romania,2005,1989,12,3,3,0,0,0,1,0,1,0,1
youth,1431,men,Romania,2005,1989,7,4,4,0,0,0,1,1,1,0,1
youth,1432,men,Romania,2005,1989,1,1,1,0,0,0,1,0,0,0,0
youth,1433,men,Romania,2005,1989,8,4,4,0,0,0,1,1,1,0,1
youth,1434,men,Romania,2005,1989,4,2,2,0,0,0,1,0,1,0,0
youth,1435,men,Romania,2005,1989,2,1,1,0,0,0,1,0,0,0,0
youth,1436,men,Romania,2005,1989,12,1,1,0,0,0,1,0,0,0,0
youth,1437,men,Romania,2005,1991,10,5,5,0,1,1,1,0,1,0,1
youth,1438,men,Romania,2005,1989,2,1,1,0,0,0,1,0,0,0,0
youth,1439,men,Romania,2005,1989,4,3,3,0,0,0,1,0,1,1,0
youth,1447,women,Russia,2005,1989,2,1,1,0,0,0,1,0,0,0,0
youth,1448,women,Russia,2005,1989,6,1,1,0,0,0,1,0,0,0,0
youth,1449,women,Russia,2005,1989,8,4,4,0,0,0,1,0,1,1,1
youth,1450,men,Russia,2005,1988,8,4,4,0,0,0,0,1,1,1,1
youth,1451,women,Russia,2005,1989,1,2,2,0,0,0,1,0,0,0,1
youth,1452,women,Russia,2005,1989,5,3,3,0,0,0,1,0,1,1,0
youth,1453,women,Russia,2005,1989,4,1,1,0,0,0,1,0,0,0,0
youth,1454,women,Russia,2005,1989,7,1,1,0,0,0,1,0,0,0,0
youth,1455,women,Russia,2005,1989,11,3,3,0,0,0,1,0,1,0,1
youth,1456,women,Russia,2005,1990,8,3,3,0,0,1,1,0,1,0,0
youth,1457,women,Russia,2005,1989,4,2,2,0,0,0,1,0,0,0,1
youth,1458,women,Russia,2005,1989,3,3,3,0,0,0,1,1,0,0,1
youth,1459,men,Russia,2005,1989,12,1,1,0,0,0,1,0,0,0,0
youth,1460,men,Russia,2005,1989,4,3,3,0,0,0,1,0,1,0,1
youth,1461,men,Russia,2005,1989,5,2,2,0,0,0,1,0,1,0,0
youth,1462,men,Russia,2005,1989,11,1,1,0,0,0,1,0,0,0,0
youth,1463,men,Russia,2005,1989,1,2,2,0,0,0,1,0,1,0,0
youth,1464,men,Russia,2005,1989,3,1,1,0,0,0,1,0,0,0,0
youth,1465,men,Russia,2005,1989,6,1,1,0,0,0,1,0,0,0,0
youth,1466,men,Russia,2005,1989,3,1,1,0,0,0,1,0,0,0,0
youth,1467,men,Russia,2005,1990,3,3,3,0,0,1,1,0,1,0,0
youth,1470,women,Serbia,2007,1989,2,4,5,0,0,0,1,1,2,1,0
youth,1470,women,Serbia & Montenegro,2005,1989,2,4,5,0,0,0,1,1,2,1,0
youth,1472,women,Serbia,2007,1990,6,6,6,0,0,1,1,1,1,1,1
youth,1472,women,Serbia & Montenegro,2005,1990,6,6,6,0,0,1,1,1,1,1,1
youth,1473,women,Serbia,2007,1989,4,2,2,0,0,0,1,0,1,0,0
youth,1473,women,Serbia & Montenegro,2005,1989,4,2,2,0,0,0,1,0,1,0,0
youth,1474,women,Serbia,2007,1991,1,6,6,0,1,1,1,1,1,0,1
youth,1474,women,Serbia & Montenegro,2005,1991,1,6,6,0,1,1,1,1,1,0,1
youth,1475,women,Serbia,2009,1989,8,2,2,0,0,0,1,0,0,0,1
youth,1475,women,Serbia & Montenegro,2005,1989,8,2,2,0,0,0,1,0,0,0,1
youth,1476,women,Serbia,2007,1990,5,4,4,0,0,1,1,1,0,1,0
youth,1476,women,Serbia & Montenegro,2005,1990,5,4,4,0,0,1,1,1,0,1,0
youth,1477,men,Serbia,2007,1989,6,3,3,0,0,0,1,0,1,0,1
youth,1477,men,Serbia & Montenegro,2005,1989,6,3,3,0,0,0,1,0,1,0,1
youth,1478,men,Serbia,2007,1989,3,3,4,0,0,0,1,0,2,1,0
youth,1478,men,Serbia & Montenegro,2005,1989,3,3,4,0,0,0,1,0,2,1,0
youth,1479,men,Serbia,2007,1989,11,4,5,0,0,0,1,1,2,1,0
youth,1479,men,Serbia & Montenegro,2005,1989,11,4,5,0,0,0,1,1,2,1,0
youth,1480,men,Serbia,2007,1989,7,3,3,0,0,0,1,0,1,0,1
youth,1480,men,Serbia & Montenegro,2005,1989,7,3,3,0,0,0,1,0,1,0,1
youth,1481,men,Serbia,2007,1989,4,2,2,0,0,0,1,0,1,0,0
youth,1481,men,Serbia & Montenegro,2005,1989,4,2,2,0,0,0,1,0,1,0,0
youth,1482,men,Serbia,2007,1989,2,4,5,0,0,0,1,0,2,1,1
youth,1482,men,Serbia & Montenegro,2005,1989,2,4,5,0,0,0,1,0,2,1,1
youth,1483,men,Serbia,2007,1989,2,2,2,0,0,0,1,0,1,0,0
youth,1483,men,Serbia & Montenegro,2005,1989,2,2,2,0,0,0,1,0,1,0,0
youth,1484,men,Serbia & Montenegro,2005,1989,5,1,1,0,0,0,1,0,0,0,0
youth,1485,men,Serbia & Montenegro,2005,1989,7,1,1,0,0,0,1,0,0,0,0
youth,1486,men,Serbia & Montenegro,2005,1989,3,1,1,0,0,0,1,0,0,0,0
youth,1487,men,Serbia & Montenegro,2005,1989,7,1,1,0,0,0,1,0,0,0,0
youth,1488,women,Slovakia,2005,1989,8,2,2,0,0,0,1,0,0,1,0
youth,1489,women,Slovakia,2005,1989,6,4,4,0,0,0,1,0,1,1,1
youth,1490,women,Slovakia,2005,1989,6,5,6,0,0,0,1,1,2,1,1
youth,1491,men,Slovakia,2005,1989,6,4,4,0,0,0,1,1,1,0,1
youth,1492,men,Slovakia,2005,1989,2,3,3,0,0,0,1,1,1,0,0
youth,1493,men,Slovakia,2005,1989,2,3,3,0,0,0,1,1,1,0,0
youth,1494,men,Slovakia,2005,1989,8,3,3,0,0,0,1,1,1,0,0
youth,1495,women,Slovakia,2005,1989,10,5,6,0,0,0,1,1,2,1,1
youth,1496,women,Slovakia,2005,1989,4,1,1,0,0,0,1,0,0,0,0
youth,1497,women,Slovakia,2005,1989,4,5,6,0,0,0,1,1,2,1,1
youth,1498,men,Slovakia,2005,1989,2,4,4,0,0,0,1,1,1,0,1
youth,1499,men,Slovakia,2005,1989,2,1,1,0,0,0,1,0,0,0,0
youth,1500,men,Slovakia,2005,1989,7,4,4,0,0,0,1,0,1,1,1
youth,1501,men,Slovakia,2005,1989,9,5,5,0,0,0,1,1,1,1,1
youth,1502,men,Slovakia,2005,1989,8,1,1,0,0,0,1,0,0,0,0
youth,1503,men,Slovakia,2005,1989,6,1,1,0,0,0,1,0,0,0,0
youth,1504,men,Slovakia,2005,1989,9,2,2,0,0,0,1,0,1,0,0
youth,1505,men,Slovakia,2005,1989,8,1,1,0,0,0,1,0,0,0,0
youth,1508,men,Slovenia,2005,1989,2,1,1,0,0,0,1,0,0,0,0
youth,1509,men,Slovenia,2005,1989,4,3,3,0,0,0,1,0,1,1,0
youth,1510,men,Slovenia,2005,1989,1,1,1,0,0,0,1,0,0,0,0
youth,1511,men,Slovenia,2005,1989,4,3,3,0,0,0,1,1,0,1,0
youth,1512,women,Slovenia,2005,1989,1,1,1,0,0,0,1,0,0,0,0
youth,1513,women,Slovenia,2005,1989,2,2,2,0,0,0,1,0,1,0,0
youth,1514,women,Slovenia,2005,1989,11,1,1,0,0,0,1,0,0,0,0
youth,1515,men,Slovenia,2005,1988,4,2,2,0,0,0,0,1,0,0,1
youth,1516,women,Slovenia,2005,1992,9,7,8,1,1,2,1,1,1,1,0
youth,1517,women,Slovenia,2005,1989,12,1,1,0,0,0,1,0,0,0,0
youth,1518,women,Slovenia,2005,1990,5,4,4,0,0,1,1,1,1,0,0
youth,1519,women,Slovenia,2005,1989,10,1,1,0,0,0,1,0,0,0,0
youth,1520,women,Slovenia,2005,1990,12,4,4,0,0,1,1,1,1,0,0
youth,1521,women,Slovenia,2005,1990,12,4,4,0,0,1,1,1,1,0,0
youth,1522,women,Slovenia,2005,1989,8,1,1,0,0,0,1,0,0,0,0
youth,1523,women,Slovenia,2005,1990,3,3,3,0,0,1,1,1,0,0,0
youth,1524,men,Slovenia,2005,1989,6,5,5,0,0,0,1,1,1,1,1
youth,1525,men,Slovenia,2005,1989,2,1,1,0,0,0,1,0,0,0,0
youth,1526,men,Slovenia,2005,1990,2,6,6,0,0,1,1,1,1,1,1
youth,1527,men,Slovenia,2005,1989,1,1,1,0,0,0,1,0,0,0,0
youth,1528,men,Slovenia,2005,1989,5,1,1,0,0,0,1,0,0,0,0
youth,1529,men,Slovenia,2005,1989,9,4,4,0,0,0,1,1,0,1,1
youth,1535,men,Spain,2005,1989,2,3,3,0,0,0,1,0,1,0,1
youth,1537,women,Spain,2005,1989,6,4,4,0,0,0,1,0,1,1,1
youth,1538,women,Spain,2005,1989,3,2,2,0,0,0,1,0,1,0,0
youth,1539,women,Spain,2005,1989,3,4,4,0,0,0,1,0,1,1,1
youth,1540,women,Spain,2005,1989,8,1,1,0,0,0,1,0,0,0,0
youth,1541,women,Spain,2005,1989,2,1,1,0,0,0,1,0,0,0,0
youth,1543,women,Spain,2005,1989,2,2,2,0,0,0,1,0,1,0,0
youth,1544,women,Spain,2005,1990,5,5,5,0,0,1,1,0,1,1,1
youth,1545,women,Spain,2005,1989,4,1,1,0,0,0,1,0,0,0,0
youth,1546,men,Spain,2005,1989,3,4,4,0,0,0,1,0,1,1,1
youth,1547,men,Spain,2005,1989,4,4,4,0,0,0,1,0,1,1,1
youth,1548,men,Spain,2005,1990,10,3,3,0,0,1,1,1,0,0,0
youth,1549,men,Spain,2005,1989,4,1,1,0,0,0,1,0,0,0,0
youth,1550,men,Spain,2005,1989,1,3,3,0,0,0,1,0,1,0,1
youth,1551,men,Spain,2005,1989,4,4,4,0,0,0,1,0,1,1,1
youth,1552,men,Spain,2005,1989,2,5,5,0,0,0,1,1,1,1,1
youth,1553,men,Spain,2005,1989,3,1,1,0,0,0,1,0,0,0,0
youth,1554,men,Spain,2005,1989,2,5,5,0,0,0,1,1,1,1,1
youth,1555,men,Spain,2005,1989,2,1,1,0,0,0,1,0,0,0,0
youth,1556,women,Sweden,2005,1989,2,1,1,0,0,0,1,0,0,0,0
youth,1557,women,Sweden,2005,1988,1,2,2,0,0,0,0,1,1,0,0
youth,1558,men,Sweden,2005,1988,4,4,4,0,0,0,0,1,1,1,1
youth,1559,women,Sweden,2005,1989,6,1,1,0,0,0,1,0,0,0,0
youth,1560,women,Sweden,2005,1989,10,1,1,0,0,0,1,0,0,0,0
youth,1561,women,Sweden,2005,1990,4,4,4,0,0,1,0,1,0,1,1
youth,1562,women,Sweden,2005,1990,1,6,7,0,0,1,1,2,1,1,1
youth,1563,women,Sweden,2005,1989,7,1,1,0,0,0,1,0,0,0,0
youth,1564,women,Sweden,2005,1990,5,3,3,0,0,1,1,1,0,0,0
youth,1565,women,Sweden,2005,1989,3,2,2,0,0,0,1,0,0,1,0
youth,1566,women,Sweden,2005,1989,5,4,4,0,0,0,1,0,1,1,1
youth,1567,men,Sweden,2005,1989,3,1,1,0,0,0,1,0,0,0,0
youth,1568,men,Sweden,2005,1989,2,1,1,0,0,0,1,0,0,0,0
youth,1569,men,Sweden,2005,1990,6,2,2,0,0,1,1,0,0,0,0
youth,1570,men,Sweden,2005,1989,1,3,3,0,0,0,1,0,1,1,0
youth,1571,men,Sweden,2005,1989,2,5,5,0,0,0,1,1,1,1,1
youth,1572,men,Sweden,2005,1990,3,4,4,0,0,1,0,1,0,1,1
youth,1573,men,Sweden,2005,1989,3,1,1,0,0,0,1,0,0,0,0
youth,1574,men,Sweden,2005,1989,8,1,1,0,0,0,1,0,0,0,0
youth,1575,men,Sweden,2005,1990,6,5,5,0,0,1,1,1,0,1,1
youth,1576,men,Sweden,2005,1989,8,3,3,0,0,0,1,1,1,0,0
youth,1577,men,Sweden,2005,1989,8,4,4,0,0,0,1,0,1,1,1
youth,1578,men,Sweden,2005,1990,2,6,6,0,0,1,1,1,1,1,1
youth,1579,women,Sweden,2005,1988,5,2,2,0,0,0,0,1,0,0,1
