category,player_id,gender,country,debut_year,birth_year,birth_month,nr_youth_years,nr_youth_championships,age_13,age_14,age_15,age_16,age_17,age_18,age_19,age_20
youth,6282,men,Israel,2010,1994,1,1,1,0,0,0,1,0,0,0,0
youth,6283,men,Israel,2010,1994,2,2,2,0,0,0,1,0,1,0,0
youth,6284,men,Israel,2010,1994,4,1,1,0,0,0,1,0,0,0,0
youth,6285,men,Israel,2010,1994,1,1,1,0,0,0,1,0,0,0,0
youth,6286,men,Israel,2010,1994,3,5,5,0,0,0,1,1,1,1,1
youth,6287,men,Israel,2010,1994,11,2,2,0,0,0,1,1,0,0,0
youth,6288,men,Israel,2010,1994,11,5,5,0,0,0,1,1,1,1,1
youth,6289,men,Israel,2010,1994,2,3,3,0,0,0,1,0,1,0,1
youth,6290,men,Israel,2010,1994,11,1,1,0,0,0,1,0,0,0,0
youth,6291,men,Israel,2010,1994,7,1,1,0,0,0,1,0,0,0,0
youth,6292,men,Israel,2010,1995,3,6,6,0,0,1,1,1,1,1,1
youth,6293,women,Israel,2010,1994,2,1,1,0,0,0,1,0,0,0,0
youth,6294,women,Israel,2010,1995,4,5,5,0,0,1,1,1,1,1,0
youth,6295,women,Israel,2010,1994,12,3,3,0,0,0,1,1,0,0,1
youth,6296,women,Israel,2010,1994,5,4,5,0,0,0,1,1,2,0,1
youth,6297,women,Israel,2010,1994,5,2,2,0,0,0,1,0,1,0,0
youth,6298,women,Israel,2010,1994,10,5,5,0,0,0,1,1,1,1,1
youth,6299,women,Israel,2010,1994,6,1,1,0,0,0,1,0,0,0,0
youth,6300,women,Israel,2010,1994,7,5,5,0,0,0,1,1,1,1,1
youth,6301,women,Italy,2010,1990,8,1,1,0,0,0,0,0,0,0,1
youth,6302,women,Italy,2010,1991,6,1,1,0,0,0,0,0,0,1,0
youth,6303,women,Italy,2010,1990,12,1,1,0,0,0,0,0,0,0,1
youth,6304,women,Italy,2010,1992,8,1,1,0,0,0,0,0,1,0,0
youth,6305,women,Italy,2010,1992,10,2,2,0,0,0,0,0,1,1,0
youth,6306,women,Italy,2010,1990,8,1,1,0,0,0,0,0,0,0,1
youth,6307,women,Italy,2010,1994,4,1,1,0,0,0,1,0,0,0,0
youth,6308,women,Italy,2010,1994,1,2,2,0,0,0,1,0,1,0,0
youth,6309,women,Italy,2010,1994,9,2,2,0,0,0,1,0,1,0,0
youth,6310,men,Italy,2010,1994,4,2,2,0,0,0,1,0,1,0,0
youth,6311,men,Italy,2010,1993,6,1,1,0,0,0,0,1,0,0,0
youth,6312,men,Italy,2010,1990,5,1,1,0,0,0,0,0,0,0,1
youth,6313,men,Italy,2010,1990,9,1,1,0,0,0,0,0,0,0,1
youth,6314,men,Italy,2010,1990,3,1,1,0,0,0,0,0,0,0,1
youth,6315,men,Italy,2010,1990,12,1,1,0,0,0,0,0,0,0,1
youth,6316,men,Italy,2010,1993,6,3,3,0,0,0,0,1,1,0,1
youth,6317,men,Italy,2010,1992,6,1,1,0,0,0,0,0,1,0,0
youth,6318,men,Italy,2010,1992,2,1,1,0,0,0,0,0,1,0,0
youth,6319,women,Italy,2010,1992,4,3,3,0,0,0,0,0,1,1,1
youth,6320,men,Italy,2010,1994,3,2,2,0,0,0,1,0,1,0,0
youth,6321,men,Italy,2010,1994,7,2,2,0,0,0,1,0,0,0,1
youth,6322,men,Italy,2010,1994,2,4,4,0,0,0,1,1,1,1,0
youth,6323,men,Italy,2010,1994,1,3,3,0,0,0,1,0,0,1,1
youth,6324,men,Italy,2010,1994,4,2,2,0,0,0,1,0,1,0,0
youth,6325,men,Italy,2010,1994,2,2,2,0,0,0,1,0,1,0,0
youth,6326,men,Italy,2010,1994,2,1,1,0,0,0,1,0,0,0,0
youth,6327,men,Italy,2010,1994,6,1,1,0,0,0,1,0,0,0,0
youth,6328,men,Italy,2010,1994,10,3,4,0,0,0,1,1,2,0,0
youth,6329,men,Italy,2010,1994,4,3,3,0,0,0,1,0,1,0,1
youth,6330,women,Italy,2010,1994,6,1,1,0,0,0,1,0,0,0,0
youth,6331,women,Italy,2010,1994,10,1,1,0,0,0,1,0,0,0,0
youth,6332,women,Italy,2010,1994,4,4,4,0,0,0,1,0,1,1,1
youth,6333,women,Italy,2010,1995,9,6,7,0,0,1,1,2,1,1,1
youth,6334,women,Italy,2010,1994,1,5,5,0,0,0,1,1,1,1,1
youth,6335,women,Italy,2010,1994,9,5,5,0,0,0,1,1,1,1,1
youth,6336,women,Italy,2010,1994,8,1,1,0,0,0,1,0,0,0,0
youth,6337,women,Italy,2010,1994,6,3,3,0,0,0,1,1,1,0,0
youth,6338,men,Latvia,2010,1992,7,2,2,0,0,0,0,0,1,1,0
youth,6339,men,Latvia,2010,1992,5,2,2,0,0,0,0,0,1,1,0
youth,6340,men,Latvia,2010,1992,2,3,3,0,0,0,0,0,1,1,1
youth,6341,women,Latvia,2010,1994,5,5,6,0,0,0,1,1,2,1,1
youth,6342,women,Latvia,2010,1994,5,4,4,0,0,0,1,1,0,1,1
youth,6343,women,Latvia,2010,1994,7,5,6,0,0,0,1,1,2,1,1
youth,6344,men,Latvia,2010,1992,3,3,3,0,0,0,0,0,1,1,1
youth,6345,men,Latvia,2010,1992,9,3,3,0,0,0,0,0,1,1,1
youth,6346,women,Latvia,2010,1992,12,3,3,0,0,0,0,0,1,1,1
youth,6347,men,Latvia,2010,1994,10,4,4,0,0,0,1,0,1,1,1
youth,6348,men,Latvia,2010,1994,4,1,1,0,0,0,1,0,0,0,0
youth,6349,men,Latvia,2010,1994,2,3,3,0,0,0,1,0,1,0,1
youth,6350,men,Latvia,2010,1994,4,2,2,0,0,0,1,0,1,0,0
youth,6351,men,Latvia,2010,1995,4,5,5,0,0,1,1,0,1,1,1
youth,6352,men,Latvia,2010,1994,3,2,2,0,0,0,1,0,1,0,0
youth,6353,men,Latvia,2010,1994,6,1,1,0,0,0,1,0,0,0,0
youth,6354,men,Latvia,2010,1994,1,1,1,0,0,0,1,0,0,0,0
youth,6355,men,Latvia,2010,1994,8,1,1,0,0,0,1,0,0,0,0
youth,6356,men,Latvia,2010,1994,8,3,3,0,0,0,1,0,1,1,0
youth,6357,women,Latvia,2010,1994,5,5,6,0,0,0,1,1,2,1,1
youth,6358,women,Latvia,2010,1995,6,4,4,0,0,1,0,1,1,0,1
youth,6359,women,Latvia,2010,1995,3,2,2,0,0,1,1,0,0,0,0
youth,6360,women,Latvia,2010,1994,9,1,1,0,0,0,1,0,0,0,0
youth,6361,women,Latvia,2010,1994,11,5,6,0,0,0,1,1,2,1,1
youth,6362,women,Latvia,2010,1994,4,4,5,0,0,0,1,0,2,1,1
youth,6363,men,Lithuania,2010,1991,10,2,2,0,0,0,0,0,0,1,1
youth,6364,women,Lithuania,2010,1992,11,2,2,0,0,0,0,0,1,0,1
youth,6365,women,Lithuania,2010,1992,12,3,3,0,0,0,0,0,1,1,1
youth,6366,women,Lithuania,2010,1992,11,1,1,0,0,0,0,0,1,0,0
youth,6367,men,Lithuania,2010,1992,12,1,1,0,0,0,0,0,1,0,0
youth,6368,men,Lithuania,2010,1992,5,2,2,0,0,0,0,0,1,1,0
youth,6369,men,Lithuania,2010,1992,3,3,3,0,0,0,0,0,1,1,1
youth,6370,men,Lithuania,2010,1991,12,2,2,0,0,0,0,0,0,1,1
youth,6371,women,Lithuania,2010,1994,4,2,2,0,0,0,1,0,1,0,0
youth,6372,men,Lithuania,2010,1993,1,2,2,0,0,0,0,1,0,0,1
youth,6373,men,Lithuania,2010,1994,8,4,4,0,0,0,1,0,1,1,1
youth,6374,men,Lithuania,2010,1993,5,1,1,0,0,0,0,1,0,0,0
youth,6375,men,Lithuania,2010,1993,3,1,1,0,0,0,0,1,0,0,0
youth,6376,men,Lithuania,2010,1993,3,1,1,0,0,0,0,1,0,0,0
youth,6377,men,Lithuania,2010,1992,9,3,3,0,0,0,0,0,1,1,1
youth,6378,women,Lithuania,2010,1994,10,5,5,0,0,0,1,1,1,1,1
youth,6379,women,Lithuania,2010,1992,7,1,1,0,0,0,0,0,1,0,0
youth,6380,men,Lithuania,2010,1994,1,4,4,0,0,0,1,1,0,1,1
youth,6381,men,Lithuania,2010,1994,6,2,2,0,0,0,1,0,1,0,0
youth,6382,men,Lithuania,2010,1994,7,4,4,0,0,0,1,0,1,1,1
youth,6383,men,Lithuania,2010,1994,4,5,5,0,0,0,1,1,1,1,1
youth,6384,men,Lithuania,2010,1994,6,1,1,0,0,0,1,0,0,0,0
youth,6385,men,Lithuania,2010,1994,3,5,5,0,0,0,1,1,1,1,1
youth,6386,men,Lithuania,2010,1994,6,1,1,0,0,0,1,0,0,0,0
youth,6387,men,Lithuania,2010,1994,2,3,3,0,0,0,1,0,1,1,0
youth,6388,men,Lithuania,2010,1994,7,4,4,0,0,0,1,0,1,1,1
youth,6389,men,Lithuania,2010,1994,4,4,4,0,0,0,1,0,1,1,1
youth,6390,men,Lithuania,2010,1994,5,1,1,0,0,0,1,0,0,0,0
youth,6391,women,Lithuania,2010,1994,4,1,1,0,0,0,1,0,0,0,0
youth,6392,women,Lithuania,2010,1994,5,4,5,0,0,0,1,0,1,2,1
youth,6393,women,Lithuania,2010,1994,5,1,1,0,0,0,1,0,0,0,0
youth,6394,women,Lithuania,2010,1994,5,4,5,0,0,0,1,1,0,2,1
youth,6395,women,Lithuania,2010,1994,2,1,1,0,0,0,1,0,0,0,0
youth,6396,women,Lithuania,2010,1994,3,5,7,0,0,0,1,1,2,2,1
youth,6397,women,Lithuania,2010,1994,9,4,6,0,0,0,1,0,2,2,1
youth,6399,women,Luxembourg,2010,1994,4,1,1,0,0,0,1,0,0,0,0
youth,6400,women,Luxembourg,2010,1995,7,1,1,0,0,1,0,0,0,0,0
youth,6401,women,Luxembourg,2010,1995,1,2,2,0,0,1,1,0,0,0,0
youth,6402,women,Luxembourg,2010,1995,3,2,2,0,0,1,1,0,0,0,0
youth,6403,women,Luxembourg,2010,1994,2,1,1,0,0,0,1,0,0,0,0
youth,6404,men,Luxembourg,2010,1994,10,3,3,0,0,0,1,0,1,1,0
youth,6405,men,Luxembourg,2010,1992,8,3,3,0,0,0,0,0,1,1,1
youth,6406,men,Luxembourg,2010,1993,12,4,4,0,0,0,0,1,1,1,1
youth,6407,men,Luxembourg,2010,1993,11,3,3,0,0,0,0,1,1,0,1
youth,6408,men,Luxembourg,2010,1995,2,6,6,0,0,1,1,1,1,1,1
youth,6409,men,Luxembourg,2010,1994,8,2,2,0,0,0,1,0,1,0,0
youth,6410,men,Luxembourg,2010,1994,1,4,4,0,0,0,1,1,1,0,1
youth,6411,men,Luxembourg,2010,1995,2,2,2,0,0,1,1,0,0,0,0
youth,6412,men,Luxembourg,2010,1995,2,6,6,0,0,1,1,1,1,1,1
youth,6413,women,Luxembourg,2010,1995,8,1,1,0,0,1,0,0,0,0,0
youth,6415,men,Luxembourg,2011,1991,10,1,1,0,0,0,0,0,0,0,1
youth,6417,men,Montenegro,2010,1991,7,2,2,0,0,0,0,0,0,1,1
youth,6418,men,Montenegro,2010,1990,11,1,1,0,0,0,0,0,0,0,1
youth,6419,men,Montenegro,2010,1992,2,2,2,0,0,0,0,0,1,1,0
youth,6420,men,Montenegro,2010,1992,4,2,2,0,0,0,0,0,1,0,1
youth,6421,men,Montenegro,2010,1994,3,2,2,0,0,0,1,0,1,0,0
youth,6422,men,Montenegro,2010,1994,10,4,4,0,0,0,1,0,1,1,1
youth,6423,men,Montenegro,2010,1994,3,1,1,0,0,0,1,0,0,0,0
youth,6424,men,Montenegro,2010,1994,3,4,4,0,0,0,1,0,1,1,1
youth,6425,men,Montenegro,2010,1994,10,3,3,0,0,0,1,0,1,0,1
youth,6426,men,Montenegro,2010,1992,3,1,1,0,0,0,0,0,1,0,0
youth,6427,men,Montenegro,2010,1992,3,1,1,0,0,0,0,0,1,0,0
youth,6428,men,Montenegro,2010,1992,12,1,1,0,0,0,0,0,1,0,0
youth,6429,women,Montenegro,2010,1992,6,1,1,0,0,0,0,0,1,0,0
youth,6430,men,Montenegro,2010,1994,4,5,5,0,0,0,1,1,1,1,1
youth,6431,men,Montenegro,2010,1994,2,4,4,0,0,0,1,0,1,1,1
youth,6432,men,Montenegro,2010,1994,6,2,2,0,0,0,1,0,1,0,0
youth,6433,men,Montenegro,2010,1994,5,1,1,0,0,0,1,0,0,0,0
youth,6434,men,Montenegro,2010,1995,7,5,5,0,0,1,1,1,1,1,0
youth,6435,women,Montenegro,2010,1993,1,1,1,0,0,0,0,1,0,0,0
youth,6436,men,Netherlands,2010,1992,8,1,1,0,0,0,0,0,1,0,0
youth,6437,men,Netherlands,2010,1992,3,1,1,0,0,0,0,0,1,0,0
youth,6438,women,Netherlands,2010,1996,2,6,9,0,1,1,2,2,0,2,1
youth,6439,women,Netherlands,2010,1993,6,4,4,0,0,0,0,1,1,1,1
youth,6440,men,Netherlands,2010,1991,6,1,1,0,0,0,0,0,0,1,0
youth,6441,men,Netherlands,2010,1993,5,3,3,0,0,0,0,1,1,0,1
youth,6442,men,Netherlands,2010,1990,11,1,1,0,0,0,0,0,0,0,1
youth,6443,men,Netherlands,2010,1992,3,3,3,0,0,0,0,0,1,1,1
youth,6444,men,Netherlands,2010,1992,1,1,1,0,0,0,0,0,1,0,0
youth,6445,men,Netherlands,2010,1992,8,1,1,0,0,0,0,0,1,0,0
youth,6446,women,Netherlands,2010,1992,5,2,2,0,0,0,0,0,1,0,1
youth,6447,men,Netherlands,2010,1994,1,3,3,0,0,0,1,1,1,0,0
youth,6448,men,Netherlands,2010,1994,2,2,2,0,0,0,1,0,1,0,0
youth,6449,men,Netherlands,2010,1994,3,1,1,0,0,0,1,0,0,0,0
youth,6450,men,Netherlands,2010,1995,1,3,3,0,0,1,1,0,1,0,0
youth,6451,men,Netherlands,2010,1994,2,2,2,0,0,0,1,0,0,1,0
youth,6452,men,Netherlands,2010,1995,2,1,1,0,0,1,0,0,0,0,0
youth,6453,men,Netherlands,2010,1995,6,3,3,0,0,1,1,0,0,0,1
youth,6454,men,Netherlands,2010,1994,5,4,4,0,0,0,1,1,1,0,1
youth,6455,men,Netherlands,2010,1994,10,3,3,0,0,0,1,0,1,0,1
youth,6456,men,Netherlands,2010,1995,2,2,2,0,0,1,1,0,0,0,0
youth,6457,women,Netherlands,2010,1994,11,1,1,0,0,0,1,0,0,0,0
youth,6458,women,Netherlands,2010,1994,2,1,1,0,0,0,1,0,0,0,0
youth,6459,women,Netherlands,2010,1994,4,1,1,0,0,0,1,0,0,0,0
youth,6460,women,Netherlands,2010,1994,9,4,4,0,0,0,1,1,1,1,0
youth,6461,women,Netherlands,2010,1994,12,5,5,0,0,0,1,1,1,1,1
youth,6462,women,Netherlands,2010,1994,8,1,1,0,0,0,1,0,0,0,0
youth,6463,women,Netherlands,2010,1994,11,1,1,0,0,0,1,0,0,0,0
youth,6464,women,Netherlands,2010,1995,1,6,8,0,0,1,1,2,2,1,1
youth,6465,women,Netherlands,2010,1995,1,5,7,0,0,1,1,2,2,1,0
youth,6466,women,North Macedonia,2010,1990,8,1,1,0,0,0,0,0,0,0,1
youth,6467,women,North Macedonia,2010,1993,6,3,3,0,0,0,0,1,1,0,1
youth,6468,women,North Macedonia,2010,1993,3,3,3,0,0,0,0,1,1,0,1
youth,6469,women,North Macedonia,2010,1994,7,4,5,0,0,0,2,1,1,1,0
youth,6470,women,North Macedonia,2010,1995,2,3,3,0,0,1,1,1,0,0,0
youth,6471,women,North Macedonia,2010,1994,5,3,3,0,0,0,1,0,1,1,0
youth,6472,women,North Macedonia,2010,1994,5,2,2,0,0,0,1,0,0,1,0
youth,6473,women,North Macedonia,2010,1995,5,3,3,0,0,1,0,1,1,0,0
youth,6474,women,North Macedonia,2010,1995,6,1,1,0,0,1,0,0,0,0,0
youth,6475,women,North Macedonia,2010,1994,6,1,1,0,0,0,1,0,0,0,0
youth,6476,women,North Macedonia,2010,1994,2,1,1,0,0,0,1,0,0,0,0
youth,6477,women,North Macedonia,2010,1995,11,3,3,0,0,1,0,1,1,0,0
youth,6478,women,North Macedonia,2010,1994,7,4,4,0,0,0,1,1,1,1,0
youth,6479,women,North Macedonia,2010,1994,11,4,4,0,0,0,1,1,1,1,0
youth,6480,women,North Macedonia,2010,1995,9,1,1,0,0,1,0,0,0,0,0
youth,6481,men,Norway,2010,1994,7,3,3,0,0,0,1,1,1,0,0
youth,6482,men,Norway,2010,1994,9,1,1,0,0,0,1,0,0,0,0
youth,6483,men,Norway,2010,1994,1,3,3,0,0,0,1,1,1,0,0
youth,6484,men,Norway,2010,1994,7,3,3,0,0,0,1,1,1,0,0
youth,6485,men,Norway,2010,1994,3,1,1,0,0,0,1,0,0,0,0
youth,6486,men,Norway,2010,1994,3,1,1,0,0,0,1,0,0,0,0
youth,6487,men,Norway,2010,1995,4,3,3,0,0,1,0,1,1,0,0
youth,6488,men,Norway,2010,1994,5,2,2,0,0,0,1,0,1,0,0
youth,6489,men,Norway,2010,1994,2,1,1,0,0,0,1,0,0,0,0
youth,6490,men,Norway,2010,1994,11,2,2,0,0,0,1,0,1,0,0
youth,6491,men,Norway,2010,1994,3,3,3,0,0,0,1,1,1,0,0
youth,6492,men,Norway,2010,1995,8,3,3,0,0,1,0,1,1,0,0
youth,6496,men,Poland,2010,1990,3,1,1,0,0,0,0,0,0,0,1
youth,6497,men,Poland,2010,1990,6,1,1,0,0,0,0,0,0,0,1
youth,6498,women,Poland,2010,1992,3,3,3,0,0,0,0,0,1,1,1
youth,6499,women,Poland,2010,1995,2,5,5,0,0,1,0,1,1,1,1
youth,6500,women,Poland,2010,1993,4,3,3,0,0,0,0,1,1,1,0
youth,6501,men,Poland,2010,1993,8,4,5,0,0,0,0,1,2,1,1
youth,6502,men,Poland,2010,1994,3,3,4,0,0,0,1,2,0,0,1
youth,6503,men,Poland,2010,1994,4,1,1,0,0,0,1,0,0,0,0
youth,6504,men,Poland,2010,1994,1,1,1,0,0,0,1,0,0,0,0
youth,6505,men,Poland,2010,1993,1,1,1,0,0,0,0,1,0,0,0
youth,6506,men,Poland,2010,1990,6,1,1,0,0,0,0,0,0,0,1
youth,6507,men,Poland,2010,1990,7,1,1,0,0,0,0,0,0,0,1
youth,6508,women,Poland,2010,1991,11,2,2,0,0,0,0,0,0,1,1
youth,6509,women,Poland,2010,1990,2,1,1,0,0,0,0,0,0,0,1
youth,6510,women,Poland,2010,1990,9,1,1,0,0,0,0,0,0,0,1
youth,6511,women,Poland,2010,1992,3,1,1,0,0,0,0,0,1,0,0
youth,6512,women,Poland,2010,1992,6,1,1,0,0,0,0,0,1,0,0
youth,6513,men,Poland,2010,1994,5,5,5,0,0,0,1,1,1,1,1
youth,6514,men,Poland,2010,1994,3,3,3,0,0,0,1,0,1,0,1
youth,6515,men,Poland,2010,1995,2,6,6,0,0,1,1,1,1,1,1
youth,6516,men,Poland,2010,1994,6,1,1,0,0,0,1,0,0,0,0
youth,6517,men,Poland,2010,1994,2,3,3,0,0,0,1,0,1,0,1
youth,6518,men,Poland,2010,1994,2,2,2,0,0,0,1,0,1,0,0
youth,6519,men,Poland,2010,1994,6,3,3,0,0,0,1,0,1,0,1
youth,6520,men,Poland,2010,1994,1,1,1,0,0,0,1,0,0,0,0
youth,6521,women,Poland,2010,1994,10,3,3,0,0,0,1,0,1,0,1
youth,6522,women,Poland,2010,1994,7,1,1,0,0,0,1,0,0,0,0
youth,6523,women,Poland,2010,1994,3,1,1,0,0,0,1,0,0,0,0
youth,6524,women,Poland,2010,1994,6,2,2,0,0,0,1,1,0,0,0
youth,6525,men,Portugal,2010,1990,11,1,1,0,0,0,0,0,0,0,1
youth,6526,women,Portugal,2010,1992,8,1,1,0,0,0,0,0,1,0,0
youth,6527,women,Portugal,2010,1994,12,3,3,0,0,0,1,1,0,1,0
youth,6528,women,Portugal,2010,1994,9,2,2,0,0,0,1,1,0,0,0
youth,6529,women,Portugal,2010,1994,4,2,2,0,0,0,1,1,0,0,0
youth,6530,men,Portugal,2010,1994,4,3,3,0,0,0,1,1,1,0,0
youth,6531,men,Portugal,2010,1994,6,5,6,0,0,0,1,1,2,1,1
youth,6532,men,Portugal,2010,1994,8,2,2,0,0,0,1,0,1,0,0
youth,6533,men,Portugal,2010,1992,10,1,1,0,0,0,0,0,1,0,0
youth,6534,women,Portugal,2010,1993,6,2,2,0,0,0,0,1,1,0,0
youth,6535,men,Portugal,2010,1994,2,5,6,0,0,0,1,1,2,1,1
youth,6536,men,Portugal,2010,1994,2,5,5,0,0,0,1,1,1,1,1
youth,6537,men,Portugal,2010,1994,1,1,1,0,0,0,1,0,0,0,0
youth,6538,men,Portugal,2010,1994,4,1,1,0,0,0,1,0,0,0,0
youth,6539,men,Portugal,2010,1994,10,4,4,0,0,0,1,0,1,1,1
youth,6540,men,Portugal,2010,1994,3,1,1,0,0,0,1,0,0,0,0
youth,6541,men,Portugal,2010,1994,3,4,4,0,0,0,1,1,1,0,1
youth,6542,men,Portugal,2010,1994,1,1,1,0,0,0,1,0,0,0,0
youth,6543,women,Portugal,2010,1995,1,6,7,0,0,1,1,2,1,1,1
youth,6544,women,Portugal,2010,1995,6,6,8,0,0,1,1,2,2,1,1
youth,6545,women,Portugal,2010,1995,10,6,6,0,0,1,1,1,1,1,1
youth,6546,women,Portugal,2010,1994,5,5,5,0,0,0,1,1,1,1,1
youth,6547,women,Portugal,2010,1994,6,1,1,0,0,0,1,0,0,0,0
youth,6548,men,Portugal,2010,1995,7,6,6,0,0,1,1,1,1,1,1
youth,6549,women,Romania,2010,1992,4,2,2,0,0,0,0,0,1,0,1
youth,6550,women,Romania,2010,1994,3,3,3,0,0,0,1,0,1,0,1
youth,6551,women,Romania,2010,1994,11,4,4,0,0,0,1,1,1,1,0
youth,6552,women,Romania,2010,1994,5,1,1,0,0,0,1,0,0,0,0
youth,6553,women,Romania,2010,1995,4,5,6,0,0,1,1,1,2,1,0
youth,6554,men,Romania,2010,1994,1,1,1,0,0,0,1,0,0,0,0
youth,6555,men,Romania,2010,1993,2,3,3,0,0,0,0,1,1,0,1
youth,6556,men,Romania,2010,1992,4,1,1,0,0,0,0,0,1,0,0
youth,6557,men,Romania,2010,1994,4,4,4,0,0,0,1,1,0,1,1
youth,6558,men,Romania,2010,1995,4,6,6,0,0,1,1,1,1,1,1
youth,6559,men,Romania,2010,1995,7,4,4,0,0,1,1,1,0,1,0
youth,6560,men,Romania,2010,1994,1,2,2,0,0,0,1,0,1,0,0
youth,6561,men,Romania,2010,1994,8,5,5,0,0,0,1,1,1,1,1
youth,6562,men,Romania,2010,1995,2,2,2,0,0,1,0,0,0,1,0
youth,6563,men,Romania,2010,1994,10,1,1,0,0,0,1,0,0,0,0
youth,6564,men,Romania,2010,1994,6,1,1,0,0,0,1,0,0,0,0
youth,6565,men,Romania,2010,1994,6,1,1,0,0,0,1,0,0,0,0
youth,6566,women,Romania,2010,1995,9,5,5,0,0,1,1,1,1,0,1
youth,6567,women,Romania,2010,1995,5,2,2,0,0,1,1,0,0,0,0
youth,6568,women,Romania,2010,1994,5,1,1,0,0,0,1,0,0,0,0
youth,6569,women,Romania,2010,1994,1,5,5,0,0,0,1,1,1,1,1
youth,6570,men,Russia,2010,1990,8,1,1,0,0,0,0,0,0,0,1
youth,6571,women,Russia,2010,1990,3,1,1,0,0,0,0,0,0,0,1
youth,6572,men,Russia,2010,1990,6,1,1,0,0,0,0,0,0,0,1
youth,6573,women,Russia,2010,1992,12,1,1,0,0,0,0,0,1,0,0
youth,6574,men,Russia,2010,1992,6,1,1,0,0,0,0,0,1,0,0
youth,6575,men,Russia,2010,1992,1,1,1,0,0,0,0,0,1,0,0
youth,6576,men,Russia,2010,1992,11,3,3,0,0,0,0,0,1,1,1
youth,6577,women,Russia,2010,1993,2,1,1,0,0,0,0,1,0,0,0
youth,6578,women,Russia,2010,1994,3,4,4,0,0,0,1,1,0,1,1
youth,6579,women,Russia,2010,1993,5,3,3,0,0,0,0,1,1,0,1
youth,6580,men,Russia,2010,1990,2,1,1,0,0,0,0,0,0,0,1
youth,6581,men,Russia,2010,1992,2,2,2,0,0,0,0,0,1,1,0
youth,6582,men,Russia,2010,1992,4,1,1,0,0,0,0,0,1,0,0
youth,6583,men,Russia,2010,1994,4,2,2,0,0,0,1,0,1,0,0
youth,6584,men,Russia,2010,1994,4,2,2,0,0,0,1,0,0,1,0
youth,6585,men,Russia,2010,1994,8,4,4,0,0,0,1,0,1,1,1
youth,6586,men,Russia,2010,1995,3,2,2,0,0,1,1,0,0,0,0
youth,6587,men,Russia,2010,1994,5,3,3,0,0,0,1,0,1,1,0
youth,6588,men,Russia,2010,1995,2,2,2,0,0,1,1,0,0,0,0
youth,6589,men,Russia,2010,1994,2,1,1,0,0,0,1,0,0,0,0
youth,6590,men,Russia,2010,1994,2,4,4,0,0,0,1,0,1,1,1
youth,6591,men,Russia,2010,1994,6,4,4,0,0,0,1,0,1,1,1
youth,6592,men,Russia,2010,1994,8,2,2,0,0,0,1,0,1,0,0
youth,6593,men,Russia,2010,1994,1,4,4,0,0,0,1,0,1,1,1
youth,6594,men,Russia,2010,1994,5,4,4,0,0,0,1,0,1,1,1
youth,6595,women,Russia,2010,1994,10,3,3,0,0,0,1,0,1,0,1
youth,6596,women,Russia,2010,1994,7,3,3,0,0,0,1,0,0,1,1
youth,6597,women,Russia,2010,1994,11,5,5,0,0,0,1,1,1,1,1
youth,6598,women,Russia,2010,1994,1,4,5,0,0,0,1,0,1,2,1
youth,6599,women,Russia,2010,1994,2,4,4,0,0,0,1,0,1,1,1
youth,6600,women,Russia,2010,1995,7,6,7,0,0,1,1,1,2,1,1
youth,6601,women,Russia,2010,1994,5,3,3,0,0,0,1,0,1,1,0
youth,6602,women,Russia,2010,1994,1,4,4,0,0,0,1,0,1,1,1
youth,6603,women,Russia,2010,1994,7,3,3,0,0,0,1,0,1,1,0
youth,6604,women,Russia,2010,1995,8,5,5,0,0,1,1,1,1,0,1
youth,6605,men,Scotland,2010,1992,4,1,1,0,0,0,0,0,1,0,0
youth,6606,men,Scotland,2010,1992,1,1,1,0,0,0,0,0,1,0,0
youth,6607,women,Scotland,2010,1993,7,1,1,0,0,0,0,1,0,0,0
youth,6608,women,Scotland,2010,1993,3,1,1,0,0,0,0,1,0,0,0
youth,6609,women,Scotland,2010,1993,10,1,1,0,0,0,0,1,0,0,0
youth,6610,women,Scotland,2010,1992,11,1,1,0,0,0,0,0,1,0,0
youth,6611,women,Scotland,2010,1993,7,1,1,0,0,0,0,1,0,0,0
youth,6612,men,Scotland,2010,1993,11,1,1,0,0,0,0,1,0,0,0
youth,6613,men,Scotland,2010,1992,3,1,1,0,0,0,0,0,1,0,0
youth,6614,men,Scotland,2010,1992,7,1,1,0,0,0,0,0,1,0,0
youth,6615,women,Scotland,2010,1993,7,1,1,0,0,0,0,1,0,0,0
youth,6616,women,Scotland,2010,1993,9,1,1,0,0,0,0,1,0,0,0
youth,6617,women,Scotland,2010,1993,9,1,1,0,0,0,0,1,0,0,0
youth,6618,women,Scotland,2010,1993,6,1,1,0,0,0,0,1,0,0,0
youth,6619,men,Serbia,2010,1990,3,1,1,0,0,0,0,0,0,0,1
youth,6620,men,Serbia,2010,1990,3,1,1,0,0,0,0,0,0,0,1
youth,6621,men,Serbia,2010,1992,2,3,3,0,0,0,0,0,1,1,1
youth,6622,women,Serbia,2010,1994,2,5,5,0,0,0,1,1,1,1,1
youth,6623,women,Serbia,2010,1990,7,1,1,0,0,0,0,0,0,0,1
youth,6624,women,Serbia,2010,1992,4,2,2,0,0,0,0,0,1,0,1
youth,6625,men,Serbia,2010,1992,9,3,3,0,0,0,0,0,1,1,1
youth,6627,women,Serbia,2010,1995,3,6,7,0,0,1,1,1,2,1,1
